layerId nodeId binId sigmaInterval_lb sigmaInterval_ub sigmaFreq
1 32 4 0.6942389656 0.8704051763 301
1 32 5 0.8704051763 1.0465713870 4
1 33 0 -0.1613677882 -0.1280592465 141
1 33 1 -0.1280592465 -0.0947507048 2435
1 33 2 -0.0947507048 -0.0614421631 6527
1 33 3 -0.0614421631 -0.0281336214 5917
1 33 4 -0.0281336214 0.0051749203 3382
1 33 5 0.0051749203 0.0384834620 306
1 33 6 0.0384834620 0.0717920037 84
1 33 7 0.0717920037 0.1051005454 17
1 33 8 0.1051005454 0.1384090871 6
1 34 0 -0.0232814922 0.2685792302 5265
1 34 1 0.2685792302 0.5604399526 5561
1 34 2 0.5604399526 0.8523006750 5531
1 34 3 0.8523006750 1.1441613974 2224
1 34 4 1.1441613974 1.4360221198 229
1 34 5 1.4360221198 1.7278828422 5
1 35 0 -0.0075165788 0.2173919826 3907
1 35 1 0.2173919826 0.4423005440 5229
1 35 2 0.4423005440 0.6672091054 6060
1 35 3 0.6672091054 0.8921176668 3417
1 35 4 0.8921176668 1.1170262282 201
1 35 5 1.1170262282 1.3419347896 1
1 36 0 -0.0261313672 0.2413259293 5605
1 36 1 0.2413259293 0.5087832258 5153
1 36 2 0.5087832258 0.7762405223 5982
1 36 3 0.7762405223 1.0436978188 2027
1 36 4 1.0436978188 1.3111551153 48
1 37 0 -0.1207011971 -0.0977210695 23
1 37 1 -0.0977210695 -0.0747409419 1079
1 37 2 -0.0747409419 -0.0517608143 6029
1 37 3 -0.0517608143 -0.0287806867 5260
1 37 4 -0.0287806867 -0.0058005591 5770
1 37 5 -0.0058005591 0.0171795685 540
1 37 6 0.0171795685 0.0401596961 97
1 37 7 0.0401596961 0.0631398237 12
1 37 8 0.0631398237 0.0861199513 4
1 37 9 0.0861199513 0.1091000789 1
1 38 0 -0.0371929940 0.0381997127 8269
1 38 1 0.0381997127 0.1135924194 5463
1 38 2 0.1135924194 0.1889851261 3295
1 38 3 0.1889851261 0.2643778328 1504
1 38 4 0.2643778328 0.3397705395 273
1 38 5 0.3397705395 0.4151632462 11
1 39 0 -0.0132493565 0.2454689822 4596
1 39 1 0.2454689822 0.5041873209 5518
1 39 2 0.5041873209 0.7629056596 5958
1 39 3 0.7629056596 1.0216239983 2534
1 39 4 1.0216239983 1.2803423370 207
1 39 5 1.2803423370 1.5390606757 2
1 40 0 -0.1562570945 -0.1229554908 631
1 40 1 -0.1229554908 -0.0896538871 5040
1 40 2 -0.0896538871 -0.0563522834 5467
1 40 3 -0.0563522834 -0.0230506797 5904
1 40 4 -0.0230506797 0.0102509240 1733
1 40 5 0.0102509240 0.0435525277 35
1 40 6 0.0435525277 0.0768541314 5
1 41 0 -0.0272295082 0.2338777474 4422
1 41 1 0.2338777474 0.4949850030 5903
1 41 2 0.4949850030 0.7560922586 5888
1 41 3 0.7560922586 1.0171995142 2461
1 41 4 1.0171995142 1.2783067698 141
1 42 0 -0.1272766626 -0.0972411772 889
1 42 1 -0.0972411772 -0.0672056918 4777
1 42 2 -0.0672056918 -0.0371702064 5760
1 42 3 -0.0371702064 -0.0071347210 6006
1 42 4 -0.0071347210 0.0229007644 1203
1 42 5 0.0229007644 0.0529362498 141
1 42 6 0.0529362498 0.0829717352 27
1 42 7 0.0829717352 0.1130072206 11
1 42 9 0.1430427060 0.1730781914 1
1 43 0 -0.0172825926 0.1697788025 4549
1 43 1 0.1697788025 0.3568401976 5668
1 43 2 0.3568401976 0.5439015927 6063
1 43 3 0.5439015927 0.7309629878 2306
1 43 4 0.7309629878 0.9180243829 225
1 43 5 0.9180243829 1.1050857780 4
1 44 0 -0.3049003286 -0.2383399995 570
1 44 1 -0.2383399995 -0.1717796704 4261
1 44 2 -0.1717796704 -0.1052193413 5756
1 44 3 -0.1052193413 -0.0386590122 5573
1 44 4 -0.0386590122 0.0279013169 2647
1 44 5 0.0279013169 0.0944616460 8
1 45 0 -0.0533176917 0.2150796529 7029
1 45 1 0.2150796529 0.4834769975 5685
1 45 2 0.4834769975 0.7518743421 4692
1 45 3 0.7518743421 1.0202716867 1384
1 45 4 1.0202716867 1.2886690313 25
1 46 0 -0.0556255432 0.1733737028 8257
1 46 1 0.1733737028 0.4023729488 5169
1 46 2 0.4023729488 0.6313721948 4244
1 46 3 0.6313721948 0.8603714408 1121
1 46 4 0.8603714408 1.0893706868 24
1 47 0 -0.2249126806 -0.1773563090 107
1 47 1 -0.1773563090 -0.1297999374 2055
1 47 2 -0.1297999374 -0.0822435658 6158
1 47 3 -0.0822435658 -0.0346871942 5329
1 47 4 -0.0346871942 0.0128691774 4782
1 47 5 0.0128691774 0.0604255490 340
1 47 6 0.0604255490 0.1079819206 40
1 47 7 0.1079819206 0.1555382922 4
1 48 0 -0.1137802844 -0.0729828462 973
1 48 1 -0.0729828462 -0.0321854080 7550
1 48 2 -0.0321854080 0.0086120302 7302
1 48 3 0.0086120302 0.0494094684 1630
1 48 4 0.0494094684 0.0902069066 876
1 48 5 0.0902069066 0.1310043448 438
1 48 6 0.1310043448 0.1718017830 45
1 48 7 0.1718017830 0.2125992212 1
1 49 0 -0.2335822194 -0.1834054156 809
1 49 1 -0.1834054156 -0.1332286118 4405
1 49 2 -0.1332286118 -0.0830518080 5747
1 49 3 -0.0830518080 -0.0328750042 5955
1 49 4 -0.0328750042 0.0173017996 1896
1 49 5 0.0173017996 0.0674786034 2
1 49 6 0.0674786034 0.1176554072 1
1 50 0 -0.0222592469 0.2206691309 5713
1 50 1 0.2206691309 0.4635975087 5169
1 50 2 0.4635975087 0.7065258865 6013
1 50 3 0.7065258865 0.9494542643 1899
1 50 4 0.9494542643 1.1923826421 21
1 51 0 -0.1448312878 -0.1046255306 321
1 51 1 -0.1046255306 -0.0644197734 3530
1 51 2 -0.0644197734 -0.0242140162 7948
1 51 3 -0.0242140162 0.0159917410 5311
1 51 4 0.0159917410 0.0561974982 952
1 51 5 0.0561974982 0.0964032554 595
1 51 6 0.0964032554 0.1366090126 120
1 51 7 0.1366090126 0.1768147698 33
1 51 8 0.1768147698 0.2170205270 4
1 51 9 0.2170205270 0.2572262842 1
1 52 0 -0.1662911373 -0.1298641935 191
1 52 1 -0.1298641935 -0.0934372497 3406
1 52 2 -0.0934372497 -0.0570103059 5999
1 52 3 -0.0570103059 -0.0205833621 5865
1 52 4 -0.0205833621 0.0158435817 3035
1 52 5 0.0158435817 0.0522705255 270
1 52 6 0.0522705255 0.0886974693 38
1 52 7 0.0886974693 0.1251244131 11
1 53 0 -0.0026976608 0.2048431366 3315
1 53 1 0.2048431366 0.4123839340 5401
1 53 2 0.4123839340 0.6199247314 5987
1 53 3 0.6199247314 0.8274655288 3528
1 53 4 0.8274655288 1.0350063262 576
1 53 5 1.0350063262 1.2425471236 8
1 54 0 -0.0131863971 0.1817732065 4112
1 54 1 0.1817732065 0.3767328101 4947
1 54 2 0.3767328101 0.5716924137 6192
1 54 3 0.5716924137 0.7666520173 3424
1 54 4 0.7666520173 0.9616116209 140
1 55 0 -0.0424865738 0.2267994157 6252
1 55 1 0.2267994157 0.4960854052 5472
1 55 2 0.4960854052 0.7653713947 5199
1 55 3 0.7653713947 1.0346573842 1854
1 55 4 1.0346573842 1.3039433737 38
1 56 0 -0.1267714152 -0.0809466323 1637
1 56 1 -0.0809466323 -0.0351218494 7214
1 56 2 -0.0351218494 0.0107029335 7396
1 56 3 0.0107029335 0.0565277164 1371
1 56 4 0.0565277164 0.1023524993 859
1 56 5 0.1023524993 0.1481772822 281
1 56 6 0.1481772822 0.1940020651 53
1 56 7 0.1940020651 0.2398268480 4
1 57 0 -0.1642156091 -0.1320624797 187
1 57 1 -0.1320624797 -0.0999093503 2740
1 57 2 -0.0999093503 -0.0677562209 6385
1 57 3 -0.0677562209 -0.0356030915 5100
1 57 4 -0.0356030915 -0.0034499621 4249
1 57 5 -0.0034499621 0.0287031673 141
1 57 6 0.0287031673 0.0608562967 12
1 57 7 0.0608562967 0.0930094261 1
1 58 0 -0.1688745418 -0.1312237235 346
1 58 1 -0.1312237235 -0.0935729052 3999
1 58 2 -0.0935729052 -0.0559220869 6161
1 58 3 -0.0559220869 -0.0182712686 5463
1 58 4 -0.0182712686 0.0193795497 2653
1 58 5 0.0193795497 0.0570303680 170
1 58 6 0.0570303680 0.0946811863 22
1 58 7 0.0946811863 0.1323320046 1
1 59 0 -0.0311434809 0.2231412077 6172
1 59 1 0.2231412077 0.4774258963 5631
1 59 2 0.4774258963 0.7317105849 5248
1 59 3 0.7317105849 0.9859952735 1713
1 59 4 0.9859952735 1.2402799621 51
1 60 0 -0.0302353389 0.1791973028 4790
1 60 1 0.1791973028 0.3886299445 5763
1 60 2 0.3886299445 0.5980625862 5644
1 60 3 0.5980625862 0.8074952279 2432
1 60 4 0.8074952279 1.0169278696 186
1 61 0 -0.2746595809 -0.2204168707 91
1 61 1 -0.2204168707 -0.1661741605 2198
1 61 2 -0.1661741605 -0.1119314503 5772
1 61 3 -0.1119314503 -0.0576887401 5314
1 61 4 -0.0576887401 -0.0034460299 5261
1 61 5 -0.0034460299 0.0507966803 170
1 61 6 0.0507966803 0.1050393905 9
1 62 0 -0.2469407649 -0.1956834791 216
1 62 1 -0.1956834791 -0.1444261933 4033
1 62 2 -0.1444261933 -0.0931689075 5859
1 62 3 -0.0931689075 -0.0419116217 5057
1 62 4 -0.0419116217 0.0093456641 3645
1 62 5 0.0093456641 0.0606029499 5
1 63 0 -0.1429622021 -0.1039877615 161
1 63 1 -0.1039877615 -0.0650133209 4253
1 63 2 -0.0650133209 -0.0260388803 7035
1 63 3 -0.0260388803 0.0129355603 6024
1 63 4 0.0129355603 0.0519100009 704
1 63 5 0.0519100009 0.0908844415 374
1 63 6 0.0908844415 0.1298588821 173
1 63 7 0.1298588821 0.1688333227 69
1 63 8 0.1688333227 0.2078077633 19
1 63 9 0.2078077633 0.2467822039 3
1 64 0 -0.2283037240 -0.1797235977 297
1 64 1 -0.1797235977 -0.1311434714 3171
1 64 2 -0.1311434714 -0.0825633451 5948
1 64 3 -0.0825633451 -0.0339832188 5622
1 64 4 -0.0339832188 0.0145969075 3666
1 64 5 0.0145969075 0.0631770338 104
1 64 6 0.0631770338 0.1117571601 7
1 65 0 -0.2454188686 -0.1918769120 276
1 65 1 -0.1918769120 -0.1383349554 3384
1 65 2 -0.1383349554 -0.0847929988 5619
1 65 3 -0.0847929988 -0.0312510422 6149
1 65 4 -0.0312510422 0.0222909144 3216
1 65 5 0.0222909144 0.0758328710 118
1 65 6 0.0758328710 0.1293748276 41
1 65 7 0.1293748276 0.1829167842 12
1 66 0 -0.0078997993 0.1832497041 3510
1 66 1 0.1832497041 0.3743992075 5421
1 66 2 0.3743992075 0.5655487109 6362
1 66 3 0.5655487109 0.7566982143 3098
1 66 4 0.7566982143 0.9478477177 412
1 66 5 0.9478477177 1.1389972211 12
1 67 0 -0.0257022795 0.2333703420 5449
1 67 1 0.2333703420 0.4924429635 5665
1 67 2 0.4924429635 0.7515155850 5477
1 67 3 0.7515155850 1.0105882065 2130
1 67 4 1.0105882065 1.2696608280 94
1 68 0 -0.0333639236 0.0167047649 10123
1 68 1 0.0167047649 0.0667734534 4084
1 68 2 0.0667734534 0.1168421419 2998
1 68 3 0.1168421419 0.1669108304 1372
1 68 4 0.1669108304 0.2169795189 233
1 68 5 0.2169795189 0.2670482074 5
1 69 0 -0.0235408221 0.2304949668 5354
1 69 1 0.2304949668 0.4845307557 5931
1 69 2 0.4845307557 0.7385665446 5431
1 69 3 0.7385665446 0.9926023335 1903
1 69 4 0.9926023335 1.2466381224 195
1 69 5 1.2466381224 1.5006739113 1
1 70 0 -0.0116450473 0.2321539692 4620
1 70 1 0.2321539692 0.4759529857 5760
1 70 2 0.4759529857 0.7197520022 5532
1 70 3 0.7197520022 0.9635510187 2775
1 70 4 0.9635510187 1.2073500352 128
1 71 0 -0.1365268293 -0.1080873929 446
1 71 1 -0.1080873929 -0.0796479565 3154
1 71 2 -0.0796479565 -0.0512085201 6052
1 71 3 -0.0512085201 -0.0227690837 5854
1 71 4 -0.0227690837 0.0056703527 3184
1 71 5 0.0056703527 0.0341097891 88
1 71 6 0.0341097891 0.0625492255 29
1 71 7 0.0625492255 0.0909886619 8
1 72 0 -0.2810308591 -0.2244200184 291
1 72 1 -0.2244200184 -0.1678091777 3207
1 72 2 -0.1678091777 -0.1111983370 5660
1 72 3 -0.1111983370 -0.0545874963 5835
1 72 4 -0.0545874963 0.0020233444 3816
1 72 5 0.0020233444 0.0586341851 6
1 73 0 -0.1234517327 -0.0931715370 298
1 73 1 -0.0931715370 -0.0628913413 4271
1 73 2 -0.0628913413 -0.0326111456 6916
1 73 3 -0.0326111456 -0.0023309499 5968
1 73 4 -0.0023309499 0.0279492458 875
1 73 5 0.0279492458 0.0582294415 314
1 73 6 0.0582294415 0.0885096372 138
1 73 7 0.0885096372 0.1187898329 33
1 73 8 0.1187898329 0.1490700286 2
1 74 0 -0.2156574355 -0.1673223797 392
1 74 1 -0.1673223797 -0.1189873239 4570
1 74 2 -0.1189873239 -0.0706522681 6070
1 74 3 -0.0706522681 -0.0223172123 4996
1 74 4 -0.0223172123 0.0260178435 2690
1 74 5 0.0260178435 0.0743528993 95
1 74 6 0.0743528993 0.1226879551 2
1 75 0 -0.1252009107 -0.0880501346 493
1 75 1 -0.0880501346 -0.0508993585 4910
1 75 2 -0.0508993585 -0.0137485824 8073
1 75 3 -0.0137485824 0.0234021937 3974
1 75 4 0.0234021937 0.0605529698 825
1 75 5 0.0605529698 0.0977037459 312
1 75 6 0.0977037459 0.1348545220 177
1 75 7 0.1348545220 0.1720052981 42
1 75 8 0.1720052981 0.2091560742 9
1 76 0 -0.0221574488 0.2046765412 5088
1 76 1 0.2046765412 0.4315105312 5378
1 76 2 0.4315105312 0.6583445212 6166
1 76 3 0.6583445212 0.8851785112 2017
1 76 4 0.8851785112 1.1120125012 166
1 77 0 -0.2232185523 -0.1713944373 279
1 77 1 -0.1713944373 -0.1195703223 4667
1 77 2 -0.1195703223 -0.0677462073 5943
1 77 3 -0.0677462073 -0.0159220923 5347
1 77 4 -0.0159220923 0.0359020227 2327
1 77 5 0.0359020227 0.0877261377 236
1 77 6 0.0877261377 0.1395502527 16
1 78 0 -0.0380818411 0.2345336951 6672
1 78 1 0.2345336951 0.5071492313 5423
1 78 2 0.5071492313 0.7797647675 4900
1 78 3 0.7797647675 1.0523803037 1796
1 78 4 1.0523803037 1.3249958399 24
1 79 0 -0.2570834688 -0.2024964978 170
1 79 1 -0.2024964978 -0.1479095268 3456
1 79 2 -0.1479095268 -0.0933225558 5889
1 79 3 -0.0933225558 -0.0387355848 5518
1 79 4 -0.0387355848 0.0158513862 3655
1 79 5 0.0158513862 0.0704383572 124
1 79 6 0.0704383572 0.1250253282 3
1 80 0 -0.1897383479 -0.1329528654 618
1 80 1 -0.1329528654 -0.0761673829 6515
1 80 2 -0.0761673829 -0.0193819004 6781
1 80 3 -0.0193819004 0.0374035821 3564
1 80 4 0.0374035821 0.0941890646 854
1 80 5 0.0941890646 0.1509745471 445
1 80 6 0.1509745471 0.2077600296 37
1 80 7 0.2077600296 0.2645455121 1
1 81 0 -0.0193652101 0.2180932081 6000
1 81 1 0.2180932081 0.4555516263 5674
1 81 2 0.4555516263 0.6930100445 5116
1 81 3 0.6930100445 0.9304684627 1918
1 81 4 0.9304684627 1.1679268809 107
1 82 0 -0.1058401674 -0.0862631177 32
1 82 1 -0.0862631177 -0.0666860680 1412
1 82 2 -0.0666860680 -0.0471090183 5867
1 82 3 -0.0471090183 -0.0275319686 5540
1 82 4 -0.0275319686 -0.0079549189 5153
1 82 5 -0.0079549189 0.0116221308 788
1 82 6 0.0116221308 0.0311991805 16
1 82 7 0.0311991805 0.0507762302 3
1 82 8 0.0507762302 0.0703532799 2
1 82 9 0.0703532799 0.0899303296 2
1 83 0 -0.2716640794 -0.2162121847 124
1 83 1 -0.2162121847 -0.1607602900 2486
1 83 2 -0.1607602900 -0.1053083953 5479
1 83 3 -0.1053083953 -0.0498565006 5706
1 83 4 -0.0498565006 0.0055953941 4917
1 83 5 0.0055953941 0.0610472888 93
1 83 6 0.0610472888 0.1164991835 8
1 83 7 0.1164991835 0.1719510782 2
1 84 0 -0.0231437483 0.2050905904 6000
1 84 1 0.2050905904 0.4333249291 5816
1 84 2 0.4333249291 0.6615592678 5064
1 84 3 0.6615592678 0.8897936065 1876
1 84 4 0.8897936065 1.1180279452 59
1 85 0 -0.1731832432 -0.1370930795 326
1 85 1 -0.1370930795 -0.1010029158 4357
1 85 2 -0.1010029158 -0.0649127521 5961
1 85 3 -0.0649127521 -0.0288225884 5247
1 85 4 -0.0288225884 0.0072675753 2916
1 85 5 0.0072675753 0.0433577390 7
1 85 6 0.0433577390 0.0794479027 1
1 86 0 -0.1666997217 -0.1326184713 82
1 86 1 -0.1326184713 -0.0985372209 2155
1 86 2 -0.0985372209 -0.0644559705 4475
1 86 3 -0.0644559705 -0.0303747201 5544
1 86 4 -0.0303747201 0.0037065303 6310
1 86 5 0.0037065303 0.0377877807 218
1 86 6 0.0377877807 0.0718690311 30
1 86 7 0.0718690311 0.1059502815 1
1 87 0 -0.0235311755 0.2498761225 5889
1 87 1 0.2498761225 0.5232834205 4831
1 87 2 0.5232834205 0.7966907185 5898
