layerId nodeId binId sigmaInterval_lb sigmaInterval_ub sigmaFreq
1 87 3 0.7966907185 1.0700980165 2153
1 87 4 1.0700980165 1.3435053145 44
1 88 0 -0.1504082817 -0.1139127825 93
1 88 1 -0.1139127825 -0.0774172833 3123
1 88 2 -0.0774172833 -0.0409217841 6607
1 88 3 -0.0409217841 -0.0044262849 7001
1 88 4 -0.0044262849 0.0320692143 1313
1 88 5 0.0320692143 0.0685647135 473
1 88 6 0.0685647135 0.1050602127 167
1 88 7 0.1050602127 0.1415557119 31
1 88 8 0.1415557119 0.1780512111 7
1 89 0 -0.0167448736 0.2755249446 5770
1 89 1 0.2755249446 0.5677947628 5925
1 89 2 0.5677947628 0.8600645810 5104
1 89 3 0.8600645810 1.1523343992 1897
1 89 4 1.1523343992 1.4446042174 119
1 90 0 -0.0098211451 0.2142506948 3637
1 90 1 0.2142506948 0.4383225347 6239
1 90 2 0.4383225347 0.6623943746 5400
1 90 3 0.6623943746 0.8864662145 3128
1 90 4 0.8864662145 1.1105380544 399
1 90 5 1.1105380544 1.3346098943 12
1 91 0 -0.0144591673 0.2380053388 4942
1 91 1 0.2380053388 0.4904698449 5651
1 91 2 0.4904698449 0.7429343510 5711
1 91 3 0.7429343510 0.9953988571 2366
1 91 4 0.9953988571 1.2478633632 145
1 92 0 -0.1258257000 -0.0823978641 1156
1 92 1 -0.0823978641 -0.0389700282 5956
1 92 2 -0.0389700282 0.0044578077 8483
1 92 3 0.0044578077 0.0478856436 1762
1 92 4 0.0478856436 0.0913134795 1070
1 92 5 0.0913134795 0.1347413154 339
1 92 6 0.1347413154 0.1781691513 47
1 92 7 0.1781691513 0.2215969872 2
1 93 0 -0.2589821928 -0.2091452519 138
1 93 1 -0.2091452519 -0.1593083110 1417
1 93 2 -0.1593083110 -0.1094713701 5649
1 93 3 -0.1094713701 -0.0596344292 5311
1 93 4 -0.0596344292 -0.0097974883 5774
1 93 5 -0.0097974883 0.0400394526 514
1 93 6 0.0400394526 0.0898763935 12
1 94 0 -0.1592795230 -0.1231743206 556
1 94 1 -0.1231743206 -0.0870691182 3845
1 94 2 -0.0870691182 -0.0509639158 5764
1 94 3 -0.0509639158 -0.0148587134 6565
1 94 4 -0.0148587134 0.0212464890 1876
1 94 5 0.0212464890 0.0573516914 187
1 94 6 0.0573516914 0.0934568938 20
1 94 7 0.0934568938 0.1295620962 2
1 95 0 -0.0200751012 0.2784075972 5947
1 95 1 0.2784075972 0.5768902956 5694
1 95 2 0.5768902956 0.8753729940 5045
1 95 3 0.8753729940 1.1738556924 2047
1 95 4 1.1738556924 1.4723383908 82
1 96 0 -0.2306250047 -0.1824342094 112
1 96 1 -0.1824342094 -0.1342434141 1823
1 96 2 -0.1342434141 -0.0860526188 6136
1 96 3 -0.0860526188 -0.0378618235 5508
1 96 4 -0.0378618235 0.0103289718 4889
1 96 5 0.0103289718 0.0585197671 294
1 96 6 0.0585197671 0.1067105624 53
1 97 0 -0.2063931041 -0.1628934017 149
1 97 1 -0.1628934017 -0.1193936993 2983
1 97 2 -0.1193936993 -0.0758939969 5922
1 97 3 -0.0758939969 -0.0323942945 5395
1 97 4 -0.0323942945 0.0111054079 4213
1 97 5 0.0111054079 0.0546051103 134
1 97 6 0.0546051103 0.0981048127 19
1 98 0 -0.1492834559 -0.1198759798 206
1 98 1 -0.1198759798 -0.0904685037 4455
1 98 2 -0.0904685037 -0.0610610276 5835
1 98 3 -0.0610610276 -0.0316535515 5313
1 98 4 -0.0316535515 -0.0022460754 2977
1 98 5 -0.0022460754 0.0271614007 25
1 98 6 0.0271614007 0.0565688768 4
1 99 0 -0.0228840434 0.1922058347 4560
1 99 1 0.1922058347 0.4072957128 5205
1 99 2 0.4072957128 0.6223855909 6058
1 99 3 0.6223855909 0.8374754690 2818
1 99 4 0.8374754690 1.0525653471 172
1 99 5 1.0525653471 1.2676552252 2
1 100 0 -0.2294117051 -0.1789383166 362
1 100 1 -0.1789383166 -0.1284649281 4687
1 100 2 -0.1284649281 -0.0779915396 5834
1 100 3 -0.0779915396 -0.0275181511 5099
1 100 4 -0.0275181511 0.0229552374 2789
1 100 5 0.0229552374 0.0734286259 42
1 100 6 0.0734286259 0.1239020144 2
1 101 0 -0.2769346493 -0.2204028172 266
1 101 1 -0.2204028172 -0.1638709851 3202
1 101 2 -0.1638709851 -0.1073391530 5874
1 101 3 -0.1073391530 -0.0508073209 5521
1 101 4 -0.0508073209 0.0057245112 3949
1 101 5 0.0057245112 0.0622563433 3
1 102 0 -0.2258848627 -0.1780413877 213
1 102 1 -0.1780413877 -0.1301979127 3133
1 102 2 -0.1301979127 -0.0823544377 5807
1 102 3 -0.0823544377 -0.0345109627 5746
1 102 4 -0.0345109627 0.0133325123 3809
1 102 5 0.0133325123 0.0611759873 103
1 102 6 0.0611759873 0.1090194623 4
1 103 0 -0.0415267980 0.2336506731 6672
1 103 1 0.2336506731 0.5088281442 5502
1 103 2 0.5088281442 0.7840056153 4751
1 103 3 0.7840056153 1.0591830864 1820
1 103 4 1.0591830864 1.3343605575 70
1 104 0 -0.0215762802 0.2411598464 5678
1 104 1 0.2411598464 0.5038959730 5096
1 104 2 0.5038959730 0.7666320996 5781
1 104 3 0.7666320996 1.0293682262 2227
1 104 4 1.0293682262 1.2921043528 33
1 105 0 -0.0273261885 0.2723631852 5827
1 105 1 0.2723631852 0.5720525589 5397
1 105 2 0.5720525589 0.8717419326 5809
1 105 3 0.8717419326 1.1714313063 1705
1 105 4 1.1714313063 1.4711206800 77
1 106 0 -0.2473567315 -0.1950433414 228
1 106 1 -0.1950433414 -0.1427299513 3213
1 106 2 -0.1427299513 -0.0904165612 5643
1 106 3 -0.0904165612 -0.0381031711 5797
1 106 4 -0.0381031711 0.0142102190 3829
1 106 5 0.0142102190 0.0665236091 102
1 106 6 0.0665236091 0.1188369992 3
1 107 0 0.0393499730 0.2721799748 4003
1 107 1 0.2721799748 0.5050099766 5927
1 107 2 0.5050099766 0.7378399784 5374
1 107 3 0.7378399784 0.9706699802 3152
1 107 4 0.9706699802 1.2034999820 352
1 107 5 1.2034999820 1.4363299838 7
1 108 0 -0.0412806989 0.2119841508 6718
1 108 1 0.2119841508 0.4652490005 5451
1 108 2 0.4652490005 0.7185138502 4995
1 108 3 0.7185138502 0.9717786999 1612
1 108 4 0.9717786999 1.2250435496 39
1 109 0 -0.0177793013 0.1933756472 4880
1 109 1 0.1933756472 0.4045305957 5702
1 109 2 0.4045305957 0.6156855442 5313
1 109 3 0.6156855442 0.8268404927 2747
1 109 4 0.8268404927 1.0379954412 172
1 109 5 1.0379954412 1.2491503897 1
1 110 0 -0.0295606853 0.1989407472 6074
1 110 1 0.1989407472 0.4274421797 5527
1 110 2 0.4274421797 0.6559436122 5217
1 110 3 0.6559436122 0.8844450447 1959
1 110 4 0.8844450447 1.1129464772 38
1 111 0 -0.0257111475 0.0226325381 7351
1 111 1 0.0226325381 0.0709762237 5972
1 111 2 0.0709762237 0.1193199093 3836
1 111 3 0.1193199093 0.1676635949 1259
1 111 4 0.1676635949 0.2160072805 298
1 111 5 0.2160072805 0.2643509661 83
1 111 6 0.2643509661 0.3126946517 15
1 111 7 0.3126946517 0.3610383373 1
1 112 0 -0.0177788550 0.2796288554 5261
1 112 1 0.2796288554 0.5770365658 5481
1 112 2 0.5770365658 0.8744442762 5571
1 112 3 0.8744442762 1.1718519866 2390
1 112 4 1.1718519866 1.4692596970 112
1 113 0 -0.0277198346 0.2032478143 5725
1 113 1 0.2032478143 0.4342154632 4854
1 113 2 0.4342154632 0.6651831121 6168
1 113 3 0.6651831121 0.8961507610 2012
1 113 4 0.8961507610 1.1271184099 56
1 114 0 -0.1858377914 -0.1437337468 226
1 114 1 -0.1437337468 -0.1016297022 2813
1 114 2 -0.1016297022 -0.0595256576 5814
1 114 3 -0.0595256576 -0.0174216130 6589
1 114 4 -0.0174216130 0.0246824316 2907
1 114 5 0.0246824316 0.0667864762 309
1 114 6 0.0667864762 0.1088905208 120
1 114 7 0.1088905208 0.1509945654 30
1 114 8 0.1509945654 0.1930986100 7
1 115 0 -0.2449428189 -0.1918852343 228
1 115 1 -0.1918852343 -0.1388276497 2461
1 115 2 -0.1388276497 -0.0857700651 5614
1 115 3 -0.0857700651 -0.0327124805 6212
1 115 4 -0.0327124805 0.0203451041 3895
1 115 5 0.0203451041 0.0734026887 335
1 115 6 0.0734026887 0.1264602733 67
1 115 7 0.1264602733 0.1795178579 3
1 116 0 -0.1494585717 -0.1028841720 755
1 116 1 -0.1028841720 -0.0563097723 6096
1 116 2 -0.0563097723 -0.0097353726 7892
1 116 3 -0.0097353726 0.0368390271 2649
1 116 4 0.0368390271 0.0834134268 948
1 116 5 0.0834134268 0.1299878265 373
1 116 6 0.1299878265 0.1765622262 96
1 116 7 0.1765622262 0.2231366259 6
1 117 0 -0.2099960393 -0.1691620645 142
1 117 1 -0.1691620645 -0.1283280897 2875
1 117 2 -0.1283280897 -0.0874941149 5978
1 117 3 -0.0874941149 -0.0466601401 5345
1 117 4 -0.0466601401 -0.0058261653 4441
1 117 5 -0.0058261653 0.0350078095 34
1 118 0 -0.0283016387 0.1858028969 7145
1 118 1 0.1858028969 0.3999074325 5588
1 118 2 0.3999074325 0.6140119681 4598
1 118 3 0.6140119681 0.8281165037 1448
1 118 4 0.8281165037 1.0422210393 36
1 119 0 -0.0412317309 0.2180485612 5752
1 119 1 0.2180485612 0.4773288533 6091
1 119 2 0.4773288533 0.7366091454 4581
1 119 3 0.7366091454 0.9958894375 2179
1 119 4 0.9958894375 1.2551697296 209
1 119 5 1.2551697296 1.5144500217 3
1 120 0 -0.1626179293 -0.1226156003 571
1 120 1 -0.1226156003 -0.0826132713 4492
1 120 2 -0.0826132713 -0.0426109423 6124
1 120 3 -0.0426109423 -0.0026086133 6369
1 120 4 -0.0026086133 0.0373937157 895
1 120 5 0.0373937157 0.0773960447 312
1 120 6 0.0773960447 0.1173983737 51
1 120 7 0.1173983737 0.1574007027 1
1 121 0 -0.0307486284 0.2175989196 5779
1 121 1 0.2175989196 0.4659464676 5159
1 121 2 0.4659464676 0.7142940156 5780
1 121 3 0.7142940156 0.9626415636 2031
1 121 4 0.9626415636 1.2109891116 66
1 122 0 -0.1946843815 -0.1611805463 12
1 122 1 -0.1611805463 -0.1276767111 234
1 122 2 -0.1276767111 -0.0941728759 2010
1 122 3 -0.0941728759 -0.0606690407 6432
1 122 4 -0.0606690407 -0.0271652055 5577
1 122 5 -0.0271652055 0.0063386297 4308
1 122 6 0.0063386297 0.0398424649 159
1 122 7 0.0398424649 0.0733463001 56
1 122 8 0.0733463001 0.1068501353 22
1 122 9 0.1068501353 0.1403539705 5
1 123 0 -0.0301807225 0.1886631208 4589
1 123 1 0.1886631208 0.4075069641 5554
1 123 2 0.4075069641 0.6263508074 5681
1 123 3 0.6263508074 0.8451946507 2812
1 123 4 0.8451946507 1.0640384940 179
1 124 0 -0.2054731885 -0.1619754244 85
1 124 1 -0.1619754244 -0.1184776603 2426
1 124 2 -0.1184776603 -0.0749798962 6343
1 124 3 -0.0749798962 -0.0314821321 5385
1 124 4 -0.0314821321 0.0120156320 4254
1 124 5 0.0120156320 0.0555133961 251
1 124 6 0.0555133961 0.0990111602 66
1 124 7 0.0990111602 0.1425089243 5
1 125 0 -0.0226785887 0.2579772644 5657
1 125 1 0.2579772644 0.5386331175 5933
1 125 2 0.5386331175 0.8192889706 5005
1 125 3 0.8192889706 1.0999448237 2073
1 125 4 1.0999448237 1.3806006768 147
1 126 0 -0.2336257662 -0.1804482841 172
1 126 1 -0.1804482841 -0.1272708020 2702
1 126 2 -0.1272708020 -0.0740933199 6397
1 126 3 -0.0740933199 -0.0209158378 6033
1 126 4 -0.0209158378 0.0322616443 3072
1 126 5 0.0322616443 0.0854391264 358
1 126 6 0.0854391264 0.1386166085 79
1 126 7 0.1386166085 0.1917940906 2
1 127 0 -0.0178196015 0.2332123288 5236
1 127 1 0.2332123288 0.4842442591 5263
1 127 2 0.4842442591 0.7352761894 6024
1 127 3 0.7352761894 0.9863081197 2232
1 127 4 0.9863081197 1.2373400500 60
