inputId Score
10729 147.1637
10731 159.6325
10732 215.8924
10734 153.1011
10742 232.9631
10744 169.1535
10745 186.9971
10746 221.8873
10747 242.0066
10748 150.3430
10749 149.1165
10753 3357.8107
10754 225.3782
10756 201.7448
10757 208.5373
10763 241.5034
10764 162.4342
10766 154.1193
10767 216.6364
10769 150.8574
10772 1957.1022
10775 225.6973
10784 149.1456
10786 333.8813
10789 173.3019
10793 384.0822
10795 148.7624
10798 146.7719
10799 151.1736
10800 159.6056
10801 165.7909
10805 148.8496
10813 178.8976
10816 192.9254
10817 198.4543
10819 185.4355
10824 171.1219
10826 159.9926
10827 202.3686
10830 181.3788
10833 230.9520
10834 2336.9022
10837 3160.6207
10844 147.0311
10845 292.9854
10849 211.7376
10850 164.4222
10851 271.3106
10854 152.0899
10857 150.9708
10872 153.7149
10873 149.2664
10885 198.1319
10889 238.7074
10891 152.2582
10901 147.7328
10902 219.4228
10903 234.1700
10904 2776.3512
10905 218.0158
10906 266.6671
10909 198.1358
10914 179.5605
10919 153.8558
10920 1172.9161
10922 169.5389
10937 153.9609
10939 152.1031
10942 214.0788
10944 150.4014
10949 151.1603
10950 153.7255
10956 177.8720
10966 261.1561
10970 159.8518
10972 4035.4436
10977 1867.6071
10981 148.7790
10984 154.2991
10990 219.5643
10991 151.8171
10992 146.7021
10993 1136.8221
10994 160.4649
10997 150.0757
10999 170.1446
11000 174.6651
11003 150.6019
11005 266.3175
11006 153.6194
11011 153.1967
11016 158.9153
11020 150.8662
11026 239.9141
11031 149.2476
11032 150.1687
11033 274.8821
11035 178.3386
11036 176.0506
11038 149.0395
11042 150.1593
11046 153.8929
11047 147.8654
11048 151.7609
11049 155.4845
11053 153.3061
11055 153.1805
11057 159.9476
11063 150.0623
11068 161.3111
11069 216.4008
11072 152.4682
11073 263.5989
11080 170.6455
11082 150.7736
11083 249.7746
11085 166.3885
11095 151.8934
11102 166.3951
11104 157.4514
11106 151.6797
11107 180.0941
11109 282.7971
11111 1538.0427
11115 185.7845
11125 151.9253
11129 182.7678
11133 167.2131
11134 248.0857
11135 184.4254
11136 150.7370
11138 231.4217
11139 151.6750
11141 148.5825
11142 149.7999
11148 149.2054
11149 3907.9365
11159 307.8170
11161 217.6640
11162 194.4321
11170 160.1090
11182 151.4149
11184 149.4253
11186 183.0970
11189 151.2143
11192 171.5010
11193 217.2284
11197 307.4820
11198 153.5074
11208 154.4358
11209 2568.8374
11212 151.6960
11214 543.9014
11217 179.8754
11218 152.3464
11221 392.1362
11222 3810.5189
11225 241.5034
11233 147.9091
11234 156.4881
11239 157.1206
11241 150.3382
11243 217.2349
11249 234.5793
11250 223.3476
11253 152.1829
11261 212.8018
11264 151.9743
11267 264.1290
11271 4208.7445
11272 1788.2490
11283 151.3021
11284 151.9978
11285 179.0875
11286 3856.1929
11291 161.0727
11297 162.5187
11299 219.9838
11303 256.9984
11304 165.3190
11306 231.1294
11310 154.1472
11311 241.5542
11312 185.0324
11315 155.7992
11328 217.8618
11329 153.9322
11331 158.7727
11336 194.5479
11337 247.9886
11342 147.4754
11343 149.4283
11347 149.0619
11348 201.0951
11350 147.7286
11352 152.9927
11354 149.3362
11356 161.9377
11359 150.4393
11360 151.1150
11361 293.4104
11362 153.3850
11365 167.1105
11366 157.0793
11367 166.3951
11368 1699.1870
11379 189.7751
11383 158.9686
11385 153.4041
11387 157.3163
11388 211.1632
11389 148.4012
11398 250.8090
11401 2226.9746
11403 151.2089
11404 150.4754
11412 150.3547
11414 149.7479
11415 164.1762
11418 171.2172
11420 151.5397
11424 211.1764
11430 155.9483
11444 162.4684
11446 152.5420
11447 171.0126
11454 156.3359
11455 188.5614
11457 269.8876
11459 151.0902
11461 164.6403
11462 184.9502
11464 147.9134
11467 190.8926
11471 472.5053
11473 162.4878
11474 150.0936
11476 169.7596
11479 215.2747
11485 250.9807
11488 164.6331
11489 149.5568
11494 189.7751
11495 174.6989
11499 187.1306
11501 198.9937
11503 152.6791
11508 278.6885
11510 149.9864
11513 155.4909
11515 152.9073
11522 153.4225
11523 194.4582
11524 152.1590
11528 163.6114
11530 150.0411
11539 147.4232
11553 150.4671
11554 150.1480
11555 150.0370
11559 197.2621
11560 191.1277
11562 152.3701
11564 172.8076
11565 152.0230
11566 153.0192
11567 210.7463
11568 148.0739
11570 147.6978
11571 149.3533
11574 3045.0503
11575 147.0987
11579 156.7153
11581 242.4894
11593 235.7393
11594 167.4837
11595 157.0794
11609 151.7573
11610 199.6970
11612 156.6563
11621 148.9765
11624 1786.9372
11625 202.4256
11628 186.2843
11629 158.7780
11634 222.8286
11640 173.0857
11643 150.7215
11644 146.5607
11645 447.2685
11646 150.8664
11648 148.6989
11649 176.5963
11653 184.0342
11654 172.3962
11659 216.6364
11662 148.1938
11666 152.1739
11668 151.4111
11670 194.4172
11671 151.7476
11674 174.7138
11677 151.9927
11679 199.4092
11681 150.3977
11684 177.6542
11688 158.2616
11690 151.4570
11691 186.3735
11697 164.0811
11705 165.6830
11706 165.7064
11710 150.9637
11712 153.6890
11713 149.2419
11714 154.7553
11716 150.9393
11721 165.6924
11722 152.0512
11724 225.9807
11725 150.2219
11727 3540.3440
11732 148.8402
11740 151.7957
11743 165.7064
11744 151.9118
11746 198.3466
11748 233.4251
11749 149.0413
11753 151.7220
11755 149.4978
11758 305.5050
11763 214.1011
11764 150.2562
11765 185.4274
11766 149.2145
11772 148.9422
11775 151.1823
11776 305.3586
11780 150.2693
11782 191.8173
11785 425.9774
11788 245.1291
11791 183.4636
11792 193.5257
11795 151.5475
11798 160.5378
11803 147.8535
11804 310.2674
11807 160.3779
11809 166.7736
11815 195.4666
11817 215.0315
11820 150.8040
11824 186.9344
11825 162.2826
11826 149.7085
11828 153.1256
11831 159.9977
11833 151.9118
11835 154.2093
11837 152.8158
11839 199.7436
11847 150.8485
11848 163.2251
11852 3989.1087
11854 150.8461
11855 152.3701
11856 169.6774
11857 476.0967
11864 206.5405
11877 150.5024
11879 192.9286
11882 177.5661
11884 151.3594
11886 165.6994
11890 298.9351
11892 149.7973
11894 192.5679
11896 200.5746
11899 247.9206
11901 150.7349
11904 4211.5987
11911 205.7289
11912 151.6351
11913 172.9038
11915 155.7765
11917 153.6969
11922 234.4432
11924 379.7916
11931 212.8007
11932 250.6791
11934 150.1806
11936 264.7642
11947 546.2012
11954 326.9684
11955 153.4591
11960 152.3355
11964 149.4165
11965 228.4785
11966 151.9841
11969 233.6977
11970 1136.6119
11971 290.2411
11972 152.1734
11976 161.9248
11979 160.9655
11980 230.4450
11982 148.3051
11985 211.6204
11986 153.9322
11987 151.4355
11988 151.5256
11990 378.9871
11993 151.4930
11997 241.1947
12005 151.7361
12007 194.5851
12010 238.9251
12011 147.3796
12012 440.7837
12014 238.4108
12020 149.2154
12022 213.0329
12023 1645.4469
12025 149.2792
12031 154.2418
12043 154.3690
12044 152.4193
12050 150.6226
12052 148.0437
12059 149.9322
12060 301.4812
12061 264.7642
12065 196.8468
12066 149.1519
12068 242.4894
12073 165.8075
12074 149.5501
12077 172.3710
12078 166.1326
12079 271.3106
12084 243.7677
12086 154.5046
12089 149.9864
12091 149.7420
12092 1483.0263
12093 148.4556
12095 148.1590
12096 154.5517
12097 153.7092
12099 149.3071
12100 151.1224
12105 182.6566
12108 148.4852
12110 154.3406
12111 155.9409
12112 192.5022
12117 206.8166
12121 152.2560
12123 205.1118
12125 184.5548
12128 149.1709
12131 363.1253
12132 146.9202
12134 165.4124
12143 263.0827
12144 225.3511
12161 195.4666
12164 259.5992
12165 158.8991
12169 153.6317
12172 168.8923
12173 159.3883
12174 246.5359
12176 151.8171
12177 149.3512
12180 151.0414
12183 148.4267
12185 241.1613
12187 1337.2932
12188 343.8288
12194 241.5034
12201 150.4439
12203 152.2301
12209 151.8861
12213 155.0089
12216 203.4971
12218 162.1497
12220 151.0844
12232 153.5454
12235 151.9890
12236 156.8524
12237 191.7299
12239 156.2357
12243 154.5461
12248 150.9045
12252 178.7560
12255 155.6338
12256 150.0441
12257 4233.5261
12258 161.7058
12263 189.9243
12268 153.3824
12269 203.0225
12271 151.2994
12273 164.3624
12277 170.6465
12279 147.2095
12285 232.5923
12286 3155.2468
12287 151.6050
12289 147.7965
12290 153.1306
12300 152.4079
12311 150.3629
12313 157.4142
12317 151.8715
12320 149.7491
12326 173.8452
12327 230.9074
12329 233.1535
12333 154.9439
12335 188.9859
12336 168.4480
12338 159.3812
12341 153.2796
12351 252.0298
12352 160.0372
12356 810.8215
12360 161.9207
12365 288.3627
12366 173.2284
12371 148.4653
12373 790.9207
12376 150.5279
12377 158.8036
12387 157.8850
12399 151.3123
12402 154.7887
12405 211.0749
12407 165.9902
12409 192.6664
12410 220.0641
12414 172.3136
12415 149.1533
12416 149.9864
12417 445.6891
12418 247.2979
12423 151.8633
12426 148.9477
12427 150.6226
12431 163.5182
12440 150.0697
12441 279.5349
12442 2414.4932
12451 152.8095
12453 155.9767
12455 152.3289
12460 793.8352
12462 159.1721
12464 155.9466
12466 150.7128
12469 197.1146
12471 183.3948
12473 343.4174
12480 247.0676
12481 223.1823
12482 151.3192
12484 153.0162
12489 753.6060
12491 257.5195
12493 173.5172
12494 197.6696
12497 193.0501
12503 356.2588
12507 196.6584
12508 153.2297
12512 170.1628
12514 158.2433
12515 177.8369
12516 150.1675
12518 166.3951
12521 148.8811
12524 146.8270
12526 201.7402
12530 226.4007
12533 149.0144
12535 149.2145
12539 149.8443
12540 150.5757
12542 167.5294
12548 214.0761
12549 186.1564
12550 152.8745
12557 183.5625
12559 179.3995
12560 4156.0904
12561 149.2751
12564 149.0398
12576 174.0416
12577 239.2483
12580 267.1078
12585 152.2913
12588 154.1584
12591 150.8964
12593 154.7425
12595 149.7918
12597 151.9229
12598 379.2567
12600 2424.3923
12604 337.7180
12605 151.8370
12610 198.1999
12616 153.6906
12621 149.0366
12630 330.5712
12631 149.8327
12639 151.7691
12642 148.8154
12646 153.4656
12649 147.3297
12653 151.4248
12654 151.5404
12657 229.6032
12661 149.7943
12667 151.2853
12670 147.9057
12674 161.7750
12675 158.8482
12677 210.7385
12681 150.6332
12685 161.4264
12693 157.0255
12696 166.3951
12697 546.9859
12704 173.0684
12707 266.9683
12710 151.4119
12711 151.3399
12715 228.2534
12718 193.6385
12719 158.9028
12720 544.5632
12729 3442.9056
12732 266.5117
12739 153.7683
12745 151.6795
12748 250.9342
12756 3718.3542
12757 171.6379
12760 253.6734
12762 235.3832
12764 3653.7189
12765 192.0102
12768 194.5961
12776 147.8814
12782 226.3566
12783 207.9364
12796 154.1375
12800 149.2507
12802 183.8574
12803 170.3326
12804 152.6182
12809 160.6694
12810 214.0788
12815 761.4749
12819 151.0607
12821 149.3698
12822 159.6004
12828 511.0499
12830 210.4999
12833 150.2649
12835 3159.4509
12837 155.7903
12840 182.2277
12843 202.8323
12844 151.5572
12845 153.1771
12849 233.7839
12851 149.1798
12852 187.8294
12858 708.4718
12859 172.5905
12860 231.6443
12861 150.6220
12864 151.4570
12869 153.2327
12875 301.6376
12876 158.4394
12878 150.0794
12881 150.8613
12885 158.9007
12887 150.9285
12893 180.4195
12894 149.9228
12895 153.9538
12896 153.6148
12900 148.9224
12904 159.9778
12905 180.9414
12906 263.8251
12913 148.2796
12920 162.8555
12923 186.8026
12924 2479.8810
12926 242.4894
12935 152.2585
12936 149.9344
12938 224.2853
12939 175.8417
12940 254.5379
12943 148.7456
12946 148.3973
12947 151.6478
12949 316.8977
12959 150.2956
12964 175.2957
12966 226.8739
12967 150.1757
12968 3710.0974
12971 212.5926
12985 182.4099
12986 266.7703
12987 150.3954
12991 148.3676
12992 234.1700
12993 154.5045
13000 4181.2149
13001 1606.8491
13002 177.1025
13007 232.4938
13008 150.4121
13011 435.3010
13019 195.3870
13020 150.0674
13021 197.8463
13029 157.2761
13030 151.2711
13031 150.7305
13033 171.2490
13044 152.2216
13049 149.1435
13050 175.8792
13053 199.4589
13059 186.9010
13061 148.1647
13070 147.1555
13074 150.1954
13077 262.3224
13078 194.0829
13080 153.2380
13081 191.0933
13084 165.5596
13085 147.1006
13086 172.1358
13087 156.4437
13088 185.7721
13089 152.1124
13090 159.9058
13091 151.9415
13093 3942.4552
13096 160.6175
13099 228.8886
13100 150.5953
13103 212.7612
13104 481.7696
13113 152.1427
13117 262.9077
13118 149.1499
13125 156.5483
13129 1200.1060
13145 150.0768
13147 202.6835
13151 152.9046
13156 154.1193
13161 251.2522
13164 3888.6848
13165 188.0388
13172 188.8880
13176 388.7879
13177 195.4666
13180 150.8877
13182 200.5746
13185 168.8099
13196 151.9857
13200 231.9363
13201 197.5904
13204 269.1428
13206 148.6358
13210 150.4855
13211 153.1646
13214 265.9466
13215 188.5067
13216 151.4570
13221 1272.8838
13222 160.5864
13224 151.7735
13226 157.7725
13230 154.0236
13232 264.6633
13236 149.7880
13238 173.1837
13239 150.5929
13240 148.0818
13244 183.9145
13246 180.2324
13247 147.2087
13248 148.8308
13249 269.2154
13263 153.1838
13264 151.3093
13266 4213.8671
13268 170.2779
13275 216.2609
13278 151.2140
13280 297.6747
13286 151.2854
13287 149.5356
13296 152.9874
13298 150.7248
13300 253.5648
13303 157.1604
13305 180.0519
13306 174.0796
13308 152.2146
13315 150.2921
13318 152.1191
13323 148.0417
13325 148.8551
13329 205.0766
13331 149.7717
13336 150.8901
13337 228.5442
13340 188.0388
13349 148.6661
13352 153.1063
13353 148.9881
13362 146.4165
13364 152.0504
13366 155.7837
13367 162.1069
13368 219.4976
13372 150.6304
13376 150.1594
13377 149.1145
13378 153.4222
13380 152.7797
13384 149.4798
13385 187.9699
13388 149.1519
13389 153.4701
13390 191.9757
13393 151.4570
13398 1068.9892
13404 189.4996
13406 148.8142
13407 155.0955
13408 153.9073
13410 152.8586
13413 152.0776
13416 157.6715
13417 223.3070
13424 193.1646
13428 150.6820
13436 203.1384
13439 228.7344
13440 152.3063
13441 210.4882
13442 152.1152
13447 148.5622
13448 160.6979
13450 150.4920
13455 215.8782
13463 149.7417
13465 152.2121
13468 152.4714
13473 154.6267
13476 149.2531
13478 210.9918
13479 148.3065
13484 166.0931
13493 151.9646
13496 158.2602
13500 231.1294
13506 154.9691
13514 185.8826
13515 150.9269
13517 213.5810
13518 149.9401
13528 152.7838
13533 159.7099
13536 151.8581
13537 153.8131
13540 154.8870
13542 169.6161
13545 149.7340
13549 214.5872
13553 173.4918
13556 151.4915
13563 231.4217
13564 242.0307
13567 231.4217
13569 149.3455
13576 158.0977
13577 152.2353
13582 184.5533
13583 346.5911
13584 146.7879
13585 253.1401
13586 152.5584
13589 312.4555
13594 150.3151
13595 150.8980
13596 166.8381
13598 179.5424
13607 147.7315
13614 159.3258
13615 263.0827
13616 164.2400
13620 150.2506
13623 309.9986
13625 170.0057
13626 238.9969
13628 149.3509
13633 149.3399
13637 153.3818
13645 184.0800
13646 152.2979
13647 336.6537
13649 173.4683
13652 151.2973
13653 155.4909
13656 266.7622
13658 153.8670
13660 190.8926
13662 160.0895
13667 155.0371
13670 148.8832
13674 148.3109
13675 246.4212
13676 162.7705
13680 147.0966
13683 150.2048
13684 273.4425
13687 152.8158
13688 3543.0034
13693 164.4210
13696 311.9670
13697 153.6177
13698 161.8125
13699 150.8290
13700 209.9000
13702 209.1622
13710 156.3207
13715 169.1791
13720 164.9671
13722 148.0446
13723 3597.6494
13724 150.4502
13731 153.9322
13734 150.0390
13735 163.2513
13736 183.3504
13737 197.4873
13738 233.4911
13740 166.3951
13745 149.4081
13749 146.8706
13750 198.8656
13751 165.4683
13753 197.4192
13754 149.8910
13756 155.9488
13758 159.8014
13759 172.7190
13760 149.0350
13762 152.4431
13763 202.2775
13765 360.7968
13766 150.0767
13769 150.6227
13771 151.4570
13772 146.9714
13774 149.2810
13776 155.9167
13778 160.3135
13783 217.8894
13785 155.0401
13789 2909.0301
13799 234.2461
13801 150.9961
13806 155.3011
13809 373.0554
13810 151.1615
13811 152.8252
13812 152.7019
13813 163.2399
13816 152.1983
13823 151.5113
13825 184.7024
13827 149.6955
13832 214.9754
13837 207.4112
13838 152.2704
13841 286.8890
13843 149.8646
13845 161.4083
13846 163.4388
13848 151.2177
13851 150.6229
13855 153.9137
13858 148.1445
13860 152.3557
13861 157.7888
13862 200.1199
13863 155.0076
13864 153.1603
13867 149.7938
13870 148.5358
13872 151.1902
13873 159.0172
13874 234.0358
13875 151.0198
13876 153.8563
13877 259.5992
13881 183.9346
13883 155.7810
13884 152.2479
13895 153.0865
13900 169.2626
13903 174.4233
13906 3192.7734
13911 194.0605
13912 151.0920
13913 178.9079
13915 194.0615
13920 150.0913
13921 167.9313
13924 151.3187
13927 162.0720
13929 154.2588
13933 202.9608
13935 154.8646
13937 154.2837
13938 157.3249
13939 151.5148
13940 415.1270
13942 172.2906
13944 153.0036
13950 152.1564
13957 150.2910
13958 153.1380
13959 234.1700
13961 192.1865
13963 152.1274
13965 157.0793
13968 150.6166
13969 167.5922
13972 238.8503
13973 149.5858
13975 148.8348
13976 150.0769
13981 3170.0735
13983 154.6143
13988 146.6210
13991 155.4165
13994 150.5147
13995 644.0136
13997 252.3969
14004 284.9326
14006 146.9714
14012 357.8975
14021 148.3357
14026 230.1229
14027 294.9405
14028 384.0822
14029 148.0232
14031 148.9700
14032 163.6432
14039 149.9864
14040 152.3552
14045 961.7478
14051 148.7338
14053 168.9084
14055 295.3575
14057 191.2385
14058 263.6334
14060 177.7520
14062 149.6973
14072 161.2521
14073 211.6756
14075 192.6473
14076 155.8573
14084 167.1419
14086 153.5027
14088 151.5273
14089 150.8445
14093 155.0182
14094 201.0253
14096 149.3471
14098 172.2164
14102 150.4269
14113 150.3722
14119 163.9292
14120 209.9661
14128 160.3222
14131 220.4341
14136 160.3729
14139 167.9423
14140 168.5357
14144 153.8929
14146 174.6257
14148 149.4166
14149 162.3787
14151 160.5592
14152 176.0894
14153 148.2796
14154 151.9200
14156 264.1399
14157 151.7901
14160 229.4400
14161 221.6297
14163 173.7194
14164 152.7471
14165 151.4570
14173 154.9149
14177 149.5014
14179 149.7933
14181 151.9912
14186 566.7984
14187 152.0354
14190 200.4403
14197 148.1535
14200 222.1411
14205 150.1065
14207 176.0232
14208 151.6278
14212 223.0514
14215 149.2153
14218 146.8270
14225 149.8666
14232 176.0327
14240 162.6016
14244 149.1878
14245 151.3203
14248 149.4878
14250 177.9409
14253 160.7899
14263 154.7699
14266 152.3289
14268 173.6996
14271 151.4820
14280 162.5417
14281 151.5709
14282 1229.6697
14288 148.0909
14290 194.8885
14293 156.1661
14294 169.0764
14306 4212.7381
14307 146.9130
14308 3329.7813
14309 152.1094
14318 4152.9838
14323 164.3193
14324 156.0985
14328 2267.4424
14329 149.2810
14331 152.9338
14332 152.3426
14333 150.1063
14335 148.2357
14338 4231.1934
14340 798.8151
14343 151.4570
14344 166.4240
14349 154.2012
14352 153.1234
14362 149.4396
14363 2493.1414
14369 158.5574
14371 336.5150
14372 155.2780
14377 222.1411
14384 223.0514
14386 2437.4273
14388 150.8471
14394 149.6564
14396 349.1544
14397 161.2797
14398 211.8505
14406 229.3225
14409 149.8798
14410 157.2333
14414 196.3010
14415 148.8535
14418 182.0295
14421 167.2354
14422 154.1793
14423 162.8800
14424 151.6475
14425 149.8625
14427 153.4701
14429 155.2043
14438 150.3985
14440 159.9081
14443 149.3071
