inputId Score
9692 264.1291
9694 4331.2933
9696 4304.1338
9705 4227.9437
9708 3052.0435
9709 4332.3859
9713 4299.2740
9714 4293.1637
9715 4358.6239
9716 3718.2567
9717 4387.5700
9718 244.5930
9719 4330.2757
9720 4024.7111
9722 4255.4148
9723 4224.3011
9724 4294.5130
9728 4294.4087
9729 4131.7505
9732 4330.9996
9738 4193.3541
9739 222.6254
9742 4387.5630
9744 4292.5284
9747 4358.9176
9753 4354.0245
9766 4361.3250
9767 4387.5630
9770 4330.7695
9772 4301.1249
9773 4356.5137
9774 4358.9176
9781 4325.5047
9784 4361.3250
9791 4387.8637
9793 4232.9159
9794 348.5542
9795 4290.0112
9798 1115.4426
9802 4354.3252
9810 3501.4011
9813 4354.0245
9827 4356.5137
9834 4327.1418
9835 4303.6084
9838 4293.3232
9842 233.7838
9849 4293.7518
9850 4356.3669
9851 4330.5173
9855 163.7619
9857 4296.7035
9861 2641.1984
9866 4329.4877
9870 4387.5630
9877 4259.9651
9880 1045.6677
9882 4293.6915
9886 4327.9086
9892 2563.3992
9895 4292.6367
9897 2952.2259
9901 4296.7134
9904 4296.5449
9908 4293.1722
9910 4361.3250
9912 4356.5137
9913 4293.7518
9914 4360.6844
9915 4330.2757
9916 3219.5127
9917 4330.7695
9918 4361.4618
9927 4225.1841
9930 4297.9922
9933 4356.2200
9934 4296.2358
9938 3978.6998
9939 145.2901
9940 4361.3250
9942 4293.6915
9946 4041.9797
9948 4330.2757
9951 4083.6623
9963 4328.0872
9964 4197.4838
9967 1904.0430
9973 4331.2933
9974 1228.8542
9975 4330.0763
9979 1303.1022
9981 4265.7576
9984 4358.6239
9988 4293.3369
10003 4387.5630
10014 4299.6650
10016 1149.3491
10017 1834.5982
10019 4292.0416
10020 4294.3847
10023 4327.2992
10025 4359.7391
10026 4387.5630
10027 4299.2740
10030 4358.9176
10032 4328.5913
10033 4262.7524
10035 1226.3460
10037 4079.0954
10042 4296.8004
10043 3208.4030
10047 4303.3077
10053 4358.6169
10055 4360.8377
10056 2995.4347
10057 4299.1054
10058 131.7297
10059 4301.7911
10061 310.8421
10062 4387.5700
10067 4298.1603
10070 4332.3859
10072 4324.2738
10073 4290.3735
10078 4293.1722
10081 4289.2610
10082 4290.4508
10091 4302.6514
10099 4294.4017
10101 4298.0402
10102 4304.4957
10105 146.8178
10110 237.3420
10115 4332.9213
10122 4328.4581
10123 4290.0112
10124 3530.7888
10125 4169.5792
10127 4292.6297
10129 4327.2992
10131 4387.8637
10146 4149.6449
10154 4361.3250
10157 4302.6514
10168 4361.8673
10169 4196.3511
10180 4084.2100
10181 4295.8037
10184 4358.6239
10185 4228.4776
10188 4325.8977
10197 4353.8651
10198 4333.5011
10199 1857.3074
10208 4289.2610
10209 4327.7935
10211 4329.9820
10216 4299.0041
10217 4290.6280
10229 4291.0501
10230 4356.2200
10232 4290.0112
10235 4194.2414
10237 4223.1951
10238 4332.3789
10240 4302.0918
10252 1142.8257
10254 4295.8447
10259 3921.3308
10262 1982.4862
10264 4225.4039
10266 135.0781
10268 3289.3832
10269 4299.2740
10270 4287.4234
10272 4295.8800
10274 262.5012
10276 4329.9820
10277 1328.4223
10278 4357.3351
10282 4327.0021
10283 2063.8118
10286 4298.3324
10287 4330.0534
10288 3857.9609
10291 4258.5855
10294 4356.5137
10298 4358.6239
10305 4298.0332
10308 138.5901
10309 4328.2639
10313 4293.1722
10326 4298.2694
10327 4329.9820
10331 3422.3790
10333 4294.5130
10335 2537.9850
10339 4356.5137
10340 4333.5011
10347 4295.8800
10348 4354.0315
10354 4356.5137
10356 4387.5700
10362 4331.2933
10365 4358.9176
10366 4136.3750
10369 4362.4471
10372 4327.3629
10373 4298.2694
10381 4358.6239
10383 4293.8534
10384 4387.8637
10388 4335.7879
10392 4299.1554
10393 4224.7205
10397 3832.5020
10398 4357.8051
10405 4302.3577
10413 4295.7408
10416 1998.3068
10423 4299.1554
10428 4162.0563
10432 4299.2695
10433 4293.1722
10436 4065.2469
10441 4299.2740
10442 4358.6239
10444 4356.3669
10445 3058.8401
10448 4325.5047
10449 4265.1021
10455 4354.0245
10456 3897.1706
10458 2917.2075
10460 4098.9074
10465 3969.8697
10467 4009.6220
10474 4355.3913
10475 4360.1445
10476 4230.0944
10479 4356.2130
10483 4333.5011
10486 4329.9750
10489 138.9178
10494 4261.4857
10495 4135.6622
10497 3900.2932
10499 4328.0872
10500 4358.9176
10506 4262.7524
10507 4358.6239
10514 474.4441
10517 4224.7852
10518 3896.1197
10521 4028.9045
10525 138.3659
10531 4387.8637
10536 4292.8198
10538 4362.1226
10542 4305.1956
10554 4290.0112
10555 4387.5630
10557 4293.2378
10559 4295.8037
10568 4302.3577
10570 4326.7009
10575 4292.6297
10576 4116.9768
10578 4296.4264
10579 140.0165
10580 4359.0224
10581 4327.7865
10582 4297.7002
10583 4321.3612
10590 4358.6239
10594 4322.5412
10597 1499.3802
10599 4325.7920
10600 3774.9324
10606 4387.8637
10607 2289.9447
10609 4356.2200
10611 3327.6364
10614 4387.5700
10615 4357.3351
10619 971.3303
10620 4328.9087
10621 4294.3847
10626 4198.9870
10630 4297.4636
10632 4134.4232
10635 4168.5001
10639 4297.9903
10642 162.4217
10645 4110.8027
10652 4387.5700
10653 4069.3429
10656 4387.8637
10659 133.0831
10662 3406.1413
10665 299.1719
10666 4357.3351
10667 4291.5172
10668 1546.1374
10670 4324.8695
10672 4326.5093
10674 4332.3789
10677 4329.9820
10687 4325.8977
10691 4100.2032
10692 4387.8637
10703 4135.6622
10708 198.6657
10710 4358.9176
10722 4295.5793
10724 4291.5172
10725 4387.5700
10726 4291.2161
10729 4290.3343
10731 4354.3252
10732 4356.5137
10734 4255.5639
10742 4358.9176
10744 4357.3351
10745 4298.0358
10746 4323.0536
10747 4356.5137
10748 4324.7297
10749 4292.6297
10753 152.6578
10754 4356.5137
10756 1671.0014
10757 4361.3320
10763 4358.6239
10764 4359.6926
10766 4329.9820
10767 1063.0152
10769 4040.3115
10772 160.0133
10775 1104.7763
10784 4292.6297
10786 4387.5700
10789 3311.5177
10793 4358.6239
10795 4255.1416
10798 4295.0835
10799 4298.8304
10800 4358.9176
10801 4295.6319
10805 4325.4977
10813 2688.7166
10816 4361.3250
10817 4358.6169
10819 2632.5510
10824 4292.0006
10826 4231.3898
10827 4304.6360
10830 4358.6239
10833 4356.2130
10834 133.9722
10837 148.7899
10844 4259.9561
10845 4358.9176
10849 4387.5630
10850 4358.6239
10851 4358.6169
10854 4297.3926
10857 4198.5335
10872 4175.4197
10873 4293.1722
10885 4361.3250
10889 675.2711
10891 4121.1910
10901 4293.6915
10902 4302.3507
10903 4387.8637
10904 143.2077
10905 4327.6959
10906 521.1372
10909 4358.9176
10914 2652.6401
10919 4055.1425
10920 156.3231
10922 4364.1699
10937 4233.3177
10939 4327.9040
10942 4387.5630
10944 4256.5720
10949 4194.6766
10950 4070.6210
10956 4332.6796
10966 4360.8377
10970 3887.1175
10972 212.8776
10977 129.7156
10981 4291.2231
10984 4329.9820
10990 4356.5137
10991 4193.3541
10992 4295.8585
10993 173.3529
10994 3829.6885
10997 4134.4724
10999 4332.3859
11000 4293.1637
11003 4297.1059
11005 4331.0452
11006 4297.9922
11011 4223.2513
11016 4332.3859
11020 4263.5193
11026 4358.6169
11031 4293.7518
11032 4293.7069
11033 4361.3320
11035 4358.9176
11036 2622.9224
11038 4292.6297
11042 4259.6364
11046 4298.2842
11047 4293.6915
11048 4198.9846
11049 4125.1607
11053 4290.4508
11055 4299.7233
11057 4331.2933
11063 4326.1841
11068 3804.5002
11069 4356.5137
11072 4356.2200
11073 4387.5700
11080 2678.3463
11082 4257.5836
11083 4387.5630
11085 3578.0044
11095 4298.8309
11102 4329.9750
11104 3946.8360
11106 4300.0649
11107 4358.9176
11109 4387.8637
11111 138.6939
11115 2649.5195
11125 4358.6239
11129 4358.6239
11133 4354.0245
11134 907.8390
11135 4330.5173
11136 4259.6548
11138 4387.8637
11139 4105.7946
11141 4262.4953
11142 4330.0833
11148 4293.7518
11149 197.2272
11159 369.6403
11161 892.1534
11162 4354.3252
11170 3877.0888
11182 4294.3621
11184 4294.4232
11186 2831.6193
11189 4260.1165
11192 4356.5137
11193 4361.3250
11197 574.3730
11198 4175.4197
11208 4330.2757
11209 143.2855
11212 4056.2549
11214 175.4467
11217 4358.6169
11218 4327.1488
11221 4358.6239
11222 176.0330
11225 4387.5700
11233 4290.0112
11234 4326.5093
11239 4299.7177
11241 4294.2466
11243 4356.5137
11249 4304.7546
11250 4359.6926
11253 4354.0245
11261 4322.5510
11264 4104.3139
11267 4358.6169
11271 256.7141
11272 134.5282
11283 4291.7502
11284 4354.3252
11285 4353.8651
11286 197.2644
11291 4357.8511
11297 4332.3859
11299 4327.1418
11303 4354.3252
11304 4328.8894
11306 4387.5630
11310 4028.9045
11311 4387.5700
11312 4297.9879
11315 4359.7155
11328 4362.4006
11329 4329.9820
11331 3904.9512
11336 1716.2565
11337 4354.0245
11342 4295.0835
11343 4293.1722
11347 4261.1555
11348 1540.9723
11350 4290.4508
11352 4330.0763
11354 4265.7576
11356 4292.1161
11359 4294.9367
11360 4065.6326
11361 880.4345
11362 3995.4237
11365 4329.9750
11366 3775.6712
11367 4356.2130
11368 142.8097
11379 4358.9176
11383 4288.8617
11385 4110.8702
11387 4358.9176
11388 4295.4746
11389 4294.4232
11398 4387.5630
11401 130.8095
11403 4326.6198
11404 4297.0984
11412 4299.0270
11414 4134.4724
11415 4331.2933
11418 4293.3909
11420 4327.3940
11424 1040.7491
11430 4134.8758
11444 4332.3859
11446 4259.0379
11447 3323.8158
11454 4331.8916
11455 4358.6239
11457 4358.6239
11459 4132.6815
11461 4298.0002
11462 4358.9176
11464 4293.9951
11467 2099.7609
11471 4387.5700
11473 3795.9605
11474 4161.2063
11476 4324.9533
11479 4353.8721
11485 4356.2200
11488 3946.0434
11489 4260.2166
11494 4358.9176
11495 4300.7183
11499 4361.3250
11501 4361.3250
11503 4327.6724
11508 647.0776
11510 4291.5168
11513 3797.5483
11515 4225.9903
11522 4324.4649
11523 4303.7077
11524 4295.8085
11528 4358.9814
11530 4327.6794
11539 4298.2694
11553 4293.7069
11554 4168.8356
11555 4299.0270
11559 1683.0669
11560 2408.7926
11562 4302.6514
11564 4327.7865
11565 3939.9998
11566 4356.5137
11567 4326.5738
11568 4299.8490
11570 4287.2422
11571 4292.5620
11574 160.2935
11575 4291.5172
11579 4330.2757
11581 4387.5700
11593 4354.0245
11594 4323.4969
11595 4206.5208
11609 4298.2712
11610 1823.6186
11612 4098.5854
11621 4325.4909
11624 134.9833
11625 2088.0153
11628 4355.1467
11629 4354.5990
11634 1092.1522
11640 2968.0788
11643 4197.7248
11644 4295.0406
11645 318.0132
11646 4294.3485
11648 4260.6287
11649 4328.5844
11653 4326.5808
11654 3472.6407
11659 1095.5241
11662 4293.6915
11666 4295.5239
11668 4157.0725
11670 2002.4266
11671 4232.2933
11674 3315.5871
11677 4056.2549
11679 1765.5462
11681 4301.2045
11684 2852.1477
11688 4074.6424
11690 4296.8201
11691 4328.9202
11697 4291.7340
11705 4303.5862
11706 4356.2130
11710 4331.0702
11712 4302.8930
11713 4328.0872
11714 4296.8271
11716 4257.5836
11721 3493.4492
11722 4114.8287
11724 4356.5137
11725 4257.5836
11727 170.9078
11732 4291.5168
11740 4329.9820
11743 4354.0245
11744 4299.2740
11746 4361.8673
11748 682.1632
11749 4293.6915
11753 4297.0829
11755 4289.9280
11758 4356.5137
11763 4356.2200
11764 4323.6186
11765 2670.0206
11766 4294.6187
11772 4294.5267
11775 4233.7545
11776 4366.8779
11780 4292.7618
11782 1829.6407
11785 4387.5630
11788 4387.5700
11791 4358.9176
11792 4356.0727
11795 4293.9180
11798 4356.5137
11803 4293.4116
11804 4387.5700
11807 3905.7734
11809 3575.3759
11815 4361.3250
11817 4387.5630
11820 4133.3599
11824 1937.8842
11825 4331.2933
11826 4324.1229
11828 4128.4391
11831 4330.0296
11833 4299.2740
11835 4066.2838
11837 4090.9972
11839 4358.6239
11847 4256.5720
11848 4361.8673
11852 209.0125
11854 4257.5836
11855 4302.6514
11856 4300.8282
11857 177.3852
11864 1641.9657
11877 4260.8180
11879 4356.5137
11882 2828.5566
11884 4326.7009
11886 3733.8184
11890 231.8166
11892 4289.3287
11894 1709.0989
11896 1861.2081
11899 4363.4122
11901 4330.2757
11904 287.2492
11911 4323.0840
11912 4321.9314
11913 3173.4897
11915 4293.2925
11917 4130.0430
11922 4387.8637
11924 4358.6239
11931 4354.3252
11932 730.0891
11934 4229.0483
11936 4387.5700
11947 4362.4006
11954 4355.1467
11955 4332.3789
11960 4302.0918
11964 4264.4819
11965 4298.6896
11966 4326.1841
11969 970.7440
11970 147.0835
11971 364.9782
11972 4293.1637
11976 3907.3929
11979 4332.3859
11980 1332.2844
11982 4291.5168
11985 1864.1512
11986 4329.9820
11987 4294.2466
11988 4294.2466
11990 4358.6239
11993 4330.7695
11997 4356.5137
12005 4296.2725
12007 4361.3250
12010 4360.7042
12011 4295.8655
12012 4359.2981
12014 4356.5137
12020 4293.1722
12022 4387.5630
12023 139.9853
12025 4325.4909
12031 4301.4461
12043 4054.9025
12044 4097.7504
12050 4259.6548
12052 4296.1591
12059 4300.6365
12060 4357.8051
12061 4358.9176
12065 4321.7790
12066 4298.3324
12068 4387.5700
12073 3663.5529
12074 4259.2197
12077 4327.6724
12078 3807.7967
12079 4358.6169
12084 502.7823
12086 3889.6490
12089 4291.5168
12091 4287.7465
12092 138.1028
12093 4293.6050
12095 4261.0713
12096 4302.8930
12097 3871.9450
12099 4293.4116
12100 4101.2317
12105 4358.9176
12108 4295.8800
12110 3922.4634
12111 4298.2842
12112 1965.7434
12117 1436.2551
12121 4327.1488
12123 4332.1148
12125 2407.7821
12128 4293.7518
12131 201.7374
12132 4292.6297
12134 4299.1554
12143 4387.5700
12144 729.2958
12161 4361.3250
12164 4387.5700
12165 4361.3320
12169 4299.7233
12172 3438.4558
12173 4295.0726
12174 4360.8377
12176 4289.4129
12177 4293.1892
12180 4298.5528
12183 4261.0713
12185 4356.2200
12187 155.9574
12188 4387.5700
12194 4358.6239
12201 4291.7295
12203 4328.8894
12209 4008.4417
12213 4286.8853
12216 1500.9986
12218 4301.1703
12220 4265.9569
12232 4334.7763
12235 4233.9027
12236 4332.3789
12237 4358.6169
12239 4328.1129
12243 4358.6169
12248 4326.6061
12252 3244.5944
12255 4295.5762
12256 4135.6622
12257 288.1230
12258 3839.6247
12263 4358.9176
12268 4296.8271
12269 4328.4581
12271 4298.2624
12273 4354.9901
12277 3462.8469
12279 4292.6297
12285 4332.9213
12286 161.2628
12287 4196.4584
12289 4290.0112
12290 4270.6725
12300 4158.0679
12311 4328.3656
12313 4032.7029
12317 3961.9624
12320 4259.1754
12326 4303.5862
12327 4322.7995
12329 831.2334
12333 4326.8745
12335 4326.7763
12336 3315.3804
12338 3849.2352
12341 4203.9984
12351 4387.5630
12352 4071.8583
12356 162.7254
12360 4299.1554
12365 4387.8637
12366 4356.5137
12371 4261.9304
12373 182.4973
12376 4259.3701
12377 4331.0971
12387 4329.9820
12399 4358.9176
12402 4334.0014
12405 1397.1059
12407 4356.2130
12409 2584.3234
12410 1492.9325
12414 3304.7955
12415 4293.7518
12416 4291.5168
12417 264.7591
12418 4387.5700
12423 4300.0028
12426 4257.2257
12427 4259.6548
12431 4356.2200
12440 4195.4312
12441 283.5578
12442 140.0430
12451 4356.2130
12453 4358.6239
12455 4299.7233
12460 150.8683
12462 4295.5863
12464 4293.2925
12466 4198.5472
12469 4358.6239
12471 4295.5116
12473 4356.2127
12480 4387.5700
12481 1252.5840
12482 4328.9202
12484 4332.3789
12489 183.8628
12491 4304.5432
12493 4295.0459
12494 2548.8029
12497 2110.8489
12503 334.5431
12507 1785.3981
12508 4300.4442
12512 4294.1379
12514 4325.8767
12515 4328.5887
12516 4326.5093
12518 4357.3351
12521 4287.4234
12524 4292.6297
12526 4362.4471
12530 4331.3571
12533 4290.3270
12535 4288.4967
12539 4232.3563
12540 4328.7946
12542 4358.9176
12548 1340.8060
12549 4302.4521
12550 4298.2842
12557 4328.9132
12559 4328.1659
12560 260.3011
12561 4291.4468
12564 4293.7518
12576 4332.6796
12577 4358.6169
12580 4387.5700
12585 4330.7337
12588 4325.7121
12591 4261.2264
12593 4302.8930
12595 4288.8617
12597 4087.4558
12598 4364.5754
12600 148.5048
12604 234.6469
12605 4297.2611
12610 4358.9176
12616 4104.8800
12621 4226.9336
12630 4387.5630
12631 4259.1754
12639 4227.8179
12642 4231.8422
12646 4260.4949
12649 4290.0112
12653 4330.7765
12654 4261.0049
12657 567.8867
12661 4262.7714
12667 4233.7545
12670 4290.0112
12674 4300.6245
12675 3927.5344
12677 877.8229
12681 4224.6258
12685 4300.5451
12693 3805.6587
12696 4356.2130
12697 170.0567
12704 4329.9820
12707 4387.5630
12710 4325.5047
12711 4173.7133
12715 898.8334
12718 1715.0149
12719 4300.8781
12720 4387.8637
12729 157.5184
12732 4361.3250
12739 4139.3008
12745 4233.7545
12748 4358.6239
12756 168.5291
12757 4322.5510
12760 4354.0245
12762 1029.3935
12764 174.0039
12765 2053.0471
12768 2302.5990
12776 4295.8447
12782 1166.8817
12783 1174.9756
12796 4292.9238
12800 4328.6662
12802 4325.7920
12803 3245.0931
12804 4098.6578
12809 4330.0763
12810 4387.5630
12815 175.1427
12819 4295.0401
12821 4228.4776
12822 4358.6169
12828 4365.2685
12830 4331.1985
12833 4229.0483
12835 147.6883
12837 4326.4002
12840 4327.1363
12843 1973.1553
12844 4024.1156
12845 4298.6070
12849 4387.5700
12851 4292.6297
12852 4358.6239
12858 163.4369
12859 4331.0971
12860 4361.3320
12861 4327.2154
12864 4296.8201
12869 4262.8428
12875 4387.5700
12876 4297.6600
12878 4301.2045
12881 4294.5130
12885 4296.9307
12887 4257.5836
12893 4332.3859
12894 4257.7627
12895 4322.8672
12896 4055.1425
12900 4295.2566
12904 4331.8916
12905 2498.1784
12906 4388.6851
12913 4294.6886
12920 4327.6794
12923 4356.5137
12924 144.5547
12926 4387.5700
12935 4356.5137
12936 4224.1737
12938 4358.6169
12939 4332.3859
12940 4358.6169
12943 4296.8771
12946 4289.9280
12947 4227.3386
12949 4356.5137
12959 4324.6215
12964 4332.3859
12966 4387.5630
12967 4289.3357
12968 177.1851
12971 1604.4389
12985 2776.8560
12986 4387.8637
12987 4261.2264
12991 4298.6082
12992 4387.8637
12993 4298.2842
13000 234.7722
13001 150.3192
13002 2915.5493
13007 714.5818
13008 4235.5162
13011 181.7835
13019 2132.8052
13020 4296.8771
13021 2054.1884
13029 3765.6332
13030 4328.6662
13031 4258.3585
13033 4292.7313
13044 4195.9094
13049 4201.0226
13050 3289.0530
13053 4325.7920
13059 4297.2344
13061 4291.5168
13070 4260.0268
13074 4261.8542
13077 4358.6239
13078 4358.9176
13080 4325.3315
13081 4358.9176
13084 4354.0245
13085 4291.5172
13086 4289.5455
13087 4356.2130
13088 4297.9879
13089 4233.9027
13090 4331.2933
13091 4332.3789
13093 211.9938
13096 4326.1841
13099 4300.5451
13100 4330.2757
13103 4299.7247
13104 184.5086
13113 4070.4573
13117 544.3450
13118 4292.6297
13125 3918.6799
13129 142.2799
13145 4233.3507
13147 2209.5167
13151 4052.3123
13156 4329.9820
13161 588.9803
13164 181.4302
13165 4361.3250
13172 4303.4728
13176 210.3576
13177 4361.3250
13180 4040.6053
13182 1863.4136
13185 4333.6144
13196 4305.1671
13200 843.5219
13201 4354.3252
13204 4361.3250
13206 4295.8800
13210 4257.5836
13211 4322.3845
13214 380.7350
13215 2469.3350
13216 4299.2740
13221 146.3273
13222 4303.1522
13224 4223.8291
13226 4299.7965
13230 4132.0065
13232 4361.3250
13236 4292.6367
13238 4356.3669
13239 4294.5130
13240 4295.8447
13244 4358.9176
13246 4361.3250
13247 4296.4264
13248 4295.8085
13249 285.7232
13263 4329.9820
13264 4325.2540
13266 269.0907
13268 4354.3252
13275 4328.8986
13278 4166.7314
13280 4387.8637
13286 4300.3961
13287 4296.8771
13296 4325.5047
13298 4325.4839
13300 415.4747
13303 4328.8894
13305 4295.0971
13306 4358.6239
13308 4260.8339
13315 4322.3845
13318 4296.2206
13323 4294.2450
13325 4291.5172
13329 4387.8637
13331 4234.7247
13336 4299.0270
13337 4387.5630
13340 4361.3250
13349 4292.2277
13352 4288.7705
13353 4295.8655
13362 4295.8585
13364 4087.4558
13366 3942.8178
13367 3778.8917
13368 1896.8660
13372 4294.3621
13376 4294.2187
13377 4293.2264
13378 4332.3789
13380 4301.4461
13384 4295.7004
13385 4328.0872
13388 4298.3324
13389 4302.8930
13390 4361.3250
13393 4299.2740
13398 146.8250
13404 2547.7761
13406 4322.7995
13407 4387.5630
13408 4296.0763
13410 4036.5998
13413 4232.5969
13416 3707.5876
13417 4332.3859
13424 4357.3351
13428 4033.4693
13436 4358.9176
13439 1128.3826
13440 4260.8339
13441 1188.2458
13442 4087.4558
13447 4290.3343
13448 3791.4996
13450 4258.1204
13455 4303.5742
13463 4259.3568
13465 4292.0142
13468 4327.7670
13473 4292.9238
13476 4297.8804
13478 4356.0727
13479 4261.4706
13484 3211.3787
13493 4297.2611
13496 4297.9922
13500 4387.5630
13506 4032.9653
13514 2514.2374
13515 4261.2264
13517 4303.4728
13518 4075.2885
13528 4261.2500
13533 4332.3789
13536 4170.7119
13537 4332.3789
13540 4356.2130
13542 3471.4652
13545 4291.3386
13549 4327.1418
13553 3221.2473
13556 4262.2589
13563 4387.8637
13564 4296.5149
13567 4387.8637
13569 4296.5458
13576 4240.1179
13577 4087.4558
13582 4332.3789
13583 324.2037
13584 4295.8585
13585 4358.6169
13586 4326.5808
13589 235.4160
13594 4293.1722
13595 4330.2757
13596 4326.6061
13598 2917.1350
13607 4298.0651
13614 4300.7413
13615 4358.6239
13616 4358.6239
13620 4195.4312
13623 4358.6239
13625 3379.3127
13626 4332.3789
13628 4293.7518
13633 4293.1722
13637 4331.0971
13645 2105.6459
13646 4328.3298
13647 4358.6239
13649 2921.9175
13652 4227.1416
13653 3762.3662
13656 4361.3250
13658 4111.7761
13660 2064.3399
13662 3786.2336
13667 3800.3815
13670 4289.9276
13674 4293.6915
13675 768.0932
13676 4326.2478
13680 4295.0835
13683 4264.3107
13684 4332.6796
13687 4123.1594
13688 167.9517
13693 3421.7330
13696 302.1422
13697 4022.4018
13698 4298.1543
13699 4325.5047
13700 4300.3358
13702 945.1768
13710 3967.3372
13715 4330.7975
13720 4359.7391
13722 4293.6915
13723 176.3782
13724 4195.4876
13731 4329.9820
13734 4291.5168
13735 3752.7244
13736 2560.4157
13737 1799.2319
13738 4356.5137
13740 4357.3351
13745 4322.4586
13749 4295.0835
13750 4300.7413
13751 4355.1467
13753 1726.2816
13754 4157.9976
13756 3657.4558
13758 3826.6571
13759 4358.6239
13760 4293.5270
13762 4162.8532
13763 1632.2821
13765 4393.1159
13766 4291.0449
13769 4290.0333
13771 4299.2740
13772 4295.0835
13774 4292.6297
13776 4356.5137
13778 4054.5128
13783 4354.0245
13785 4059.2747
13789 145.0125
13799 608.4968
13801 4192.7808
13806 4235.1032
13809 207.2892
13810 4265.4824
13811 4296.2358
13812 4328.3726
13813 3907.0671
13816 4326.7763
13823 4261.0049
13825 2592.8405
13827 4228.4776
13832 4361.3320
13837 4333.0799
13838 4299.4955
13841 4328.2488
13843 4172.8276
13845 3903.5019
13846 3743.6676
13848 4232.2728
13851 4328.6662
13855 4299.2740
13858 4258.8849
13860 4327.1488
13861 4093.2118
13862 1943.9104
13863 4301.2045
13864 4231.3607
13867 4299.1054
13870 4293.3909
13872 4327.9731
13873 4358.9176
13874 4330.7975
13875 4300.7363
13876 4259.9821
13877 4358.6239
13881 2403.8721
13883 3947.8480
13884 4296.8460
13895 4196.3511
13900 3667.4617
13903 4332.3859
13906 144.3470
13911 1676.2250
13912 4264.2600
13913 3109.9395
13915 2258.6952
13920 4134.4724
13921 4387.5700
13924 4233.1865
